Age; Workclass; Education; Years of Education; Marital Status; Occupation; Relationship; Race; Sex; Hours Work per Week; Income
24;4;10;13;5;7;4;1;1;40;0
50;4;12;9;3;6;1;1;0;40;0
36;4;8;12;3;3;1;2;0;50;0
42;4;12;9;3;7;1;2;0;40;0
40;4;12;9;5;1;2;2;1;38;0
39;1;10;13;5;1;2;2;0;45;0
51;4;10;13;3;4;1;2;0;60;1
38;7;10;13;3;11;1;1;0;52;0
18;4;12;9;5;8;4;2;0;40;0
63;6;5;3;5;12;2;2;1;3;0
50;4;13;14;3;12;1;2;0;40;1
82;6;12;9;3;3;1;2;0;40;0
33;4;12;9;1;6;4;2;0;45;0
37;4;16;10;3;14;1;4;0;40;0
24;4;12;9;4;14;4;2;0;40;0
31;4;10;13;5;4;5;2;1;50;0
59;4;12;9;1;7;4;2;1;40;0
18;4;3;8;5;5;4;2;0;55;0
47;6;16;10;3;12;1;2;0;40;0
48;4;2;7;3;5;1;2;0;50;0
27;4;10;13;5;10;5; Other;1;33;0
34;4;2;7;5;8;4;4;0;40;0
50;4;9;11;3;11;1;2;0;84;0
57;6;16;10;3;5;1;2;0;75;0
60;4;12;9;3;11;1;2;0;40;0
39;4;12;9;3;1;1;2;0;40;1
56;?;16;10;1;;5;2;1;50;1
18;4;12;9;5;12;4;2;1;25;0
26;4;8;12;3;10;6;2;1;75;0
37;4;16;10;3;12;6;2;1;40;1
20;4;12;9;5;12;4;2;1;30;0
29;2;13;14;5;10;2;2;0;45;0
30;4;12;9;1;14;2;2;0;52;0
21;4;16;10;5;8;4;2;0;15;0
24;2;16;10;5;11;4;2;1;40;0
51;4;12;9;3;7;1;2;0;40;0
31;4;12;9;1;1;5;2;1;40;0
45;4;10;13;3;10;1;2;0;40;1
36;2;16;10;3;3;1;2;0;40;0
29;4;10;13;5;10;4;2;1;72;0
20;4;12;9;5;12;2;2;1;35;0
46;4;16;10;7;1;2;2;1;60;0
44;4;12;9;3;14;1;2;0;45;0
39;4;12;9;1;4;2;2;1;38;0
39;4;10;13;1;4;2;2;0;55;0
45;4;12;9;3;7;1;2;0;44;1
28;4;16;10;3;4;1;2;0;55;0
44;4;16;10;3;1;6;2;1;35;0
48;2;12;9;3;4;1;1;0;38;1
27;4;12;9;5;1;2;2;1;70;0
34;6;12;9;3;4;1;2;0;40;0
35;4;12;9;3;3;1;2;0;40;0
28;1;12;9;5;3;2;2;0;40;0
25;4;15;15;5;10;2;2;1;30;0
21;4;16;10;5;12;4;1;1;20;0
18;4;2;7;5;8;4;2;0;15;0
63;6;6;4;7;5;5;2;1;10;0
18;4;2;7;5;12;4;1;1;8;0
32;4;12;9;3;3;1;2;0;40;0
25;?;2;7;5;;5;2;1;40;0
19;4;2;7;5;14;4;2;0;20;0
23;4;16;10;5;14;2;2;0;60;0
38;4;13;14;3;4;1;4;0;40;0
36;4;13;14;3;10;1;2;0;60;1
43;4;12;9;1;8;2;1;1;35;0
45;4;10;13;3;4;1;2;0;40;1
30;4;12;9;3;3;1; Other;0;40;0
46;4;12;9;3;3;1;1;0;40;0
24;1;16;10;1;1;5;1;1;25;0
42;4;16;10;5;4;2;2;1;40;1
23;4;16;10;5;12;4;2;1;40;0
27;4;12;9;5;1;2;2;0;50;0
48;4;16;10;5;6;2;2;0;40;0
31;5;12;9;5;3;2;2;0;44;0
31;4;4;2;5;8;3;2;1;25;0
18;4;3;8;5;12;4;2;1;25;0
36;4;12;9;5;12;2;2;1;40;0
58;4;10;13;3;4;1;2;0;50;1
51;6;12;9;3;5;1;2;0;40;0
22;4;12;9;5;1;4;2;1;40;0
72;4;1;6;3;12;1;2;0;15;0
61;4;1;6;3;5;1;2;0;55;0
42;4;16;10;3;7;1;2;0;40;0
37;1;12;9;1;10;5;4;1;40;0
30;5;12;9;3;4;1;2;0;50;1
40;4;8;12;1;4;2;2;1;40;0
20;4;12;9;5;1;4;2;0;40;0
65;4;10;13;3;12;1;2;0;15;0
36;4;16;10;1;12;5;2;1;40;0
37;4;12;9;5;7;2;2;0;40;0
33;6;16;10;3;12;1;2;0;60;0
64;2;12;9;7;8;5;2;1;40;0
61;6;10;13;3;5;1;2;0;20;1
38;4;10;13;5;12;5;2;1;45;0
27;4;10;13;3;4;1;2;0;50;1
24;4;10;13;5;10;4;4;1;40;0
39;4;10;13;5;10;2;2;0;40;1
44;4;10;13;3;12;1;2;0;40;1
47;4;16;10;1;1;3;2;1;40;0
73;?;15;15;3;;1;2;0;40;0
66;4;10;13;3;1;1;4;0;40;0
53;4;16;10;3;1;1;2;0;50;1
43;7;10;13;3;4;1;2;0;55;1
57;7;11;16;3;10;1;2;0;40;1
44;4;8;12;1;7;4;2;1;45;0
59;4;10;13;3;4;1;2;0;50;0
52;6;12;9;7;8;3;1;1;40;0
46;4;16;10;5;3;4;2;0;40;0
20;4;16;10;5;8;4;2;1;40;0
37;1;12;9;3;1;1;2;0;40;1
41;6;16;10;3;4;1;2;0;50;0
39;1;12;9;3;1;1;1;0;40;0
30;4;12;9;3;12;1;2;0;55;0
59;4;16;10;1;7;2;2;0;56;0
22;4;10;13;5;1;4;2;1;40;0
40;4;12;9;1;1;5;2;1;30;0
39;6;10;13;3;10;1;2;0;50;0
24;4;1;6;1;6;5;2;1;58;0
63;4;12;9;3;3;1;2;0;40;1
51;4;8;12;1;10;2;2;1;40;0
34;5;10;13;5;4;2;2;0;50;0
38;4;9;11;3;4;1;2;0;50;1
17;4;2;7;5;12;4;2;1;15;0
20;4;16;10;5;1;4;2;1;25;0
42;6;12;9;3;3;1;2;0;40;0
41;4;10;13;3;12;6;2;1;12;1
56;2;12;9;3;4;1;2;0;40;0
17;4;1;6;5;12;4;2;0;5;0
31;4;10;13;3;10;6;2;1;43;1
23;4;16;10;3;12;6;2;1;40;0
33;?;16;10;5;;4;2;0;40;0
36;2;10;13;6;10;2;2;0;40;0
37;4;5;3;3;8;1;4;0;40;0
52;4;12;9;6;3;4;1;1;40;0
28;4;12;9;3;4;1;2;0;50;0
59;4;12;9;3;3;1;2;0;40;0
30;4;1;6;5;7;3;4;0;40;0
32;4;9;11;5;3;2;2;0;40;0
30;4;6;4;5;3;2;2;0;50;0
53;4;12;9;3;3;1;1;0;40;0
54;6;1;6;3;3;1;2;0;36;0
26;4;10;13;5;4;2;1;0;50;0
34;4;10;13;4;7;2;4;0;40;0
31;4;9;11;1;12;2;3;1;40;0
34;4;12;9;5;1;4;2;0;40;0
58;4;12;9;1;13;2;2;0;39;1
30;7;12;9;3;11;1;2;0;40;0
53;4;12;9;3;3;1;2;0;40;0
27;4;16;10;1;1;4;2;1;20;0
23;4;5;3;3;6;1;2;0;40;0
24;4;9;11;3;3;1;2;0;45;0
36;4;10;13;3;12;1;2;0;35;1
33;1;12;9;1;1;5;1;1;35;0
22;7;16;10;5;13;4;2;1;10;0
47;4;12;9;3;3;1;2;0;44;0
34;4;8;12;3;12;1;1;0;50;1
44;1;15;15;1;10;5;2;0;40;1
41;4;9;11;5;10;2;2;1;45;0
45;?;12;9;6;;2;4;0;4;0
24;4;12;9;3;3;1;2;0;44;0
65;?;10;13;3;;1;2;0;40;0
45;4;10;13;1;10;5;2;1;50;0
23;4;10;13;5;12;2;2;0;55;0
54;4;12;9;3;7;1;2;0;40;0
40;4;2;7;5;7;2;2;1;37;0
45;4;5;3;1;9;5;2;1;35;0
50;4;12;9;3;12;1;2;0;40;0
40;4;8;12;5;8;3;2;0;25;0
24;4;16;10;5;3;2;2;0;40;0
42;4;12;9;3;3;1;2;0;40;0
50;4;16;10;3;12;1;2;0;60;1
58;6;16;10;1;3;5;2;0;40;0
47;4;16;10;3;7;1;2;0;46;0
37;4;11;16;3;10;1;2;0;99;1
37;6;12;9;5;3;4;2;0;35;0
22;4;8;12;5;14;2;2;0;45;0
29;6;12;9;3;14;1;2;0;48;0
45;4;10;13;3;4;1;4;0;40;1
49;6;16;10;3;4;1;2;0;60;0
44;2;9;11;3;14;1;2;0;40;1
72;4;12;9;1;8;2;2;1;16;0
63;6;12;9;3;8;1;2;0;12;0
26;4;12;9;3;10;1;2;0;50;0
58;6;9;11;3;3;1;2;0;42;0
40;4;12;9;3;3;1;2;0;50;0
56;4;16;10;3;12;1;2;0;40;0
55;6;16;10;3;5;1;2;0;72;0
28;4;10;13;5;12;3;2;1;45;0
57;4;12;9;3;4;6;2;1;40;0
37;4;13;14;1;4;2;2;0;45;1
44;4;12;9;1;1;2;2;1;40;0
31;4;12;9;3;7;1;2;0;40;0
42;4;16;10;3;1;1;2;0;40;0
18;4;16;10;5;8;4;2;1;25;0
57;6;1;6;3;3;1;2;0;40;0
53;2;16;10;3;8;1;2;0;35;0
38;4;12;9;3;4;1;2;0;44;1
33;4;12;9;1;12;2;2;1;50;0
42;4;13;14;1;10;5;2;1;40;0
70;?;12;9;3;;1;2;0;60;0
50;4;12;9;3;3;1;2;0;50;0
50;4;12;9;3;7;1;2;0;40;0
28;4;8;12;3;6;1;2;0;40;0
72;1;2;7;1;1;2;2;1;8;0
33;4;12;9;3;12;1;2;0;40;0
47;4;12;9;3;8;1;4;0;25;0
48;4;16;10;3;10;1;2;0;40;1
64;6;10;13;3;10;1;2;0;24;1
19;4;2;7;5;9;2;2;1;35;0
48;4;9;11;1;1;5;2;1;40;0
37;4;12;9;3;7;1;2;0;48;1
55;4;12;9;3;3;1;2;0;35;1
24;4;13;14;5;9;2;2;1;45;0
42;1;12;9;1;1;2;2;1;40;0
43;4;12;9;3;1;6;2;1;50;1
34;4;8;12;5;3;4;1;1;40;0
55;5;13;14;3;4;1;2;0;60;0
22;4;12;9;3;8;1;2;0;40;0
39;4;16;10;1;1;2;2;1;60;0
50;6;10;13;3;4;1;2;0;35;0
47;2;16;10;3;14;1;2;0;40;1
25;4;10;13;5;12;4;2;1;20;0
52;4;2;7;1;8;5;2;1;20;0
30;4;12;9;3;14;1;2;0;40;0
37;6;12;9;1;3;2;2;0;50;0
73;5;12;9;3;12;1;2;0;20;0
50;4;6;4;1;3;2;2;0;60;0
34;4;16;10;3;4;1;2;0;45;0
24;4;8;12;5;12;2;1;0;40;0
66;4;16;10;3;12;1;2;0;24;1
22;4;12;9;5;12;4;2;0;55;0
69;2;1;6;3;14;1;2;0;25;0
23;4;12;9;5;3;4;2;0;40;0
55;4;10;13;7;7;5;2;1;40;0
35;4;16;10;7;1;5;2;1;30;0
20;4;16;10;5;1;4;2;1;35;0
70;5;16;10;3;4;1;2;0;20;1
54;4;9;11;3;13;1;2;0;40;1
34;4;12;9;5;8;2;4;0;40;0
38;7;11;16;3;10;1;2;0;45;1
33;4;6;4;1;6;4;2;0;40;0
43;4;12;9;6;8;2;2;1;26;0
60;5;16;10;3;4;1;2;0;40;0
81;6;10;13;7;10;2;2;1;3;0
32;6;12;9;3;4;1;2;0;55;0
34;4;12;9;3;14;1;2;0;45;0
46;6;13;14;5;4;2;2;0;25;0
30;7;16;10;5;8;4;3;0;84;0
23;?;12;9;5;;3;4;1;20;0
29;4;16;10;3;8;1;2;0;40;0
51;4;12;9;3;14;1;2;0;60;0
31;4;6;4;5;6;3;2;0;25;0
36;1;12;9;5;1;4;1;1;36;0
23;4;16;10;5;6;4;1;0;22;0
35;4;12;9;3;7;1;2;0;30;0
28;2;13;14;5;10;2;2;1;40;0
33;7;10;13;3;4;1;2;0;40;1
40;4;16;10;3;6;1;2;0;40;0
27;4;16;10;3;14;1;2;0;45;0
38;5;12;9;3;4;1;2;0;40;1
47;4;9;11;1;10;2;2;1;40;0
25;4;16;10;3;1;6;1;1;56;1
45;4;10;13;3;4;1;2;0;50;1
38;4;16;10;5;1;4;1;1;40;0
66;?;16;10;3;;1;2;0;40;1
65;2;16;10;5;10;2;1;1;40;0
30;4;9;11;5;3;4;2;0;40;1
54;4;2;7;3;8;6;2;1;43;0
49;4;3;8;1;7;2;2;1;40;0
41;6;9;11;3;10;6;2;1;15;1
48;1;12;9;3;1;1;2;0;40;1
23;4;5;3;5;9;5;2;1;12;0
77;4;12;9;3;8;1;2;0;25;0
19;4;16;10;5;8;4;2;1;20;0
30;4;12;9;4;1;2;2;1;30;0
41;5;10;13;3;4;1;2;0;55;1
35;4;12;9;3;4;1;2;0;55;1
20;4;16;10;5;1;4;2;1;40;0
66;5;10;13;3;4;1;2;0;40;1
49;4;12;9;5;3;5;2;1;40;0
52;4;10;13;3;12;1;2;0;45;1
24;4;13;14;3;10;6;2;1;35;1
50;4;12;9;3;3;1;2;0;15;0
22;4;2;7;5;14;2;2;0;65;0
19;4;16;10;5;8;4;2;0;20;0
39;4;2;7;5;10;5;2;1;30;0
45;4;10;13;3;8;1;4;0;38;0
61;2;10;13;1;8;2;2;0;30;0
45;4;8;12;1;14;2;2;0;55;0
36;2;10;13;3;10;4;2;0;40;0
40;4;13;14;3;4;1;2;0;45;1
38;4;12;9;3;4;1;2;0;50;0
52;2;16;10;3;14;1;1;0;40;0
29;1;9;11;3;13;1;2;0;42;1
33;4;12;9;5;5;2;2;0;40;0
40;6;16;10;5;3;4;2;0;40;0
34;4;12;9;5;3;2;2;0;55;0
46;2;10;13;1;11;2;1;0;50;1
44;4;13;14;3;3;1;2;0;45;1
19;4;12;9;5;8;4;2;1;13;0
44;4;12;9;3;1;6;2;1;40;1
40;4;12;9;5;3;2;3;0;40;0
20;4;16;10;5;10;4;2;1;2;0
24;4;8;12;5;6;4;2;0;30;0
76;4;12;9;7;8;2;2;0;17;0
20;4;12;9;3;13;3;2;0;40;0
33;4;15;15;5;10;2;2;0;40;1
31;4;16;10;3;13;1;2;0;40;0
33;4;12;9;1;8;5;2;1;40;0
19;4;12;9;5;3;4;2;0;35;0
29;4;10;13;5;4;2;2;0;50;0
30;4;12;9;3;12;1;2;0;45;0
48;4;13;14;1;4;2;2;0;50;1
42;4;10;13;3;4;1;2;0;40;0
37;4;2;7;3;14;1;2;0;40;0
54;5;12;9;3;4;1;2;0;60;1
42;4;8;12;3;1;1;2;0;42;1
28;6;12;9;5;8;2;2;1;28;0
42;2;16;10;3;11;1;2;0;52;1
60;7;13;14;3;4;6;2;1;40;1
76;?;12;9;7;;2;2;1;25;0
21;4;9;11;5;8;4;2;1;40;0
29;4;16;10;5;5;4;2;0;40;0
43;4;10;13;3;10;1;2;0;40;1
44;4;12;9;1;12;4;2;0;38;0
45;4;10;13;1;1;5;2;1;35;1
38;4;16;10;5;12;5;1;1;40;0
28;4;16;10;3;1;1;2;0;50;1
29;4;12;9;5;12;4;2;1;40;0
20;4;16;10;5;8;4;2;0;40;0
49;5;13;14;3;12;1;2;0;40;1
36;2;16;10;3;11;1;2;0;56;1
40;5;10;13;3;4;1;2;0;50;1
17;4;3;8;5;1;4;2;1;30;0
45;4;12;9;3;3;1;2;0;40;0
42;4;16;10;5;5;2;2;0;28;0
29;4;10;13;5;4;5;1;1;40;0
57;6;10;13;3;4;1;2;0;13;1
23;4;10;13;5;1;2;2;0;40;0
20;4;16;10;5;1;4;1;1;40;0
23;4;12;9;5;6;4;2;0;24;0
39;4;12;9;5;8;2;2;0;40;0
34;4;16;10;3;3;1;2;0;40;1
43;6;10;13;5;12;2;2;0;45;0
25;7;16;10;5;6;4;2;0;40;0
40;4;16;10;3;12;1;2;0;60;0
52;6;12;9;1;5;2;2;0;25;0
48;4;12;9;7;7;5;2;1;36;0
37;4;9;11;5;12;5;1;1;6;0
36;4;12;9;3;12;1;2;0;50;0
33;4;9;11;3;14;1;2;0;40;0
36;2;12;9;3;1;6;2;1;40;1
24;4;10;13;5;1;2;2;0;10;0
42;2;12;9;1;5;2;2;0;40;0
35;5;8;12;5;12;4;2;0;40;0
40;1;12;9;1;1;5;2;1;22;0
50;5;15;15;3;10;1;4;0;40;0
40;4;13;14;3;4;1;2;0;50;1
22;4;12;9;5;12;3;1;0;40;0
57;5;12;9;3;4;1;2;0;40;0
51;2;12;9;3;14;1;2;0;40;1
61;1;12;9;5;1;5;2;1;35;0
71;4;12;9;7;12;5;2;1;20;0
47;4;12;9;3;3;1;2;0;40;1
38;4;10;13;5;8;3;2;1;45;0
25;4;10;13;5;12;2;2;0;65;0
33;4;2;7;3;6;1;2;0;50;0
40;7;2;7;1;14;5;2;1;52;0
39;?;2;7;5;;2;1;1;40;0
29;4;12;9;3;1;6;2;1;40;0
33;4;12;9;5;3;2;2;0;40;0
46;4;16;10;5;1;4;1;1;36;0
24;4;12;9;3;12;6;2;1;40;1
28;4;13;14;5;4;2; Other;0;30;0
20;4;12;9;5;3;2;2;0;40;0
34;4;16;10;1;6;5;2;1;40;0
34;7;10;13;3;1;1;2;0;55;0
25;4;16;10;5;1;5;1;1;40;0
36;4;10;13;3;13;1;2;0;40;0
61;4;12;9;3;7;1;2;0;40;0
38;4;16;10;6;8;2;2;1;58;0
57;4;12;9;7;8;3;2;1;25;0
20;?;12;9;5;;4;2;1;40;0
56;4;12;9;3;8;6;2;1;10;0
24;4;10;13;5;4;2;2;1;40;0
60;4;16;10;1;12;2;2;1;48;0
37;4;16;10;3;4;1;2;0;50;0
27;4;16;10;3;14;1;2;0;40;1
54;4;16;10;6;8;2;2;0;28;0
40;4;12;9;3;8;1;4;0;30;0
18;4;3;8;5;8;4;2;0;15;0
51;1;12;9;3;1;1;2;0;40;1
40;6;16;10;3;13;1;2;0;50;1
64;1;12;9;3;10;1;2;0;8;0
24;4;12;9;5;8;2;2;1;40;0
33;4;12;9;3;13;6;1;1;38;0
31;4;12;9;1;4;5;2;1;40;0
26;2;12;9;3;11;1;2;0;40;1
54;4;10;13;5;1;2;2;1;40;1
31;4;4;2;5;6;2;2;0;37;0
39;4;3;8;4;14;2;1;0;45;0
22;4;16;10;5;13;4;2;0;40;0
31;4;16;10;5;3;2;2;0;40;0
68;4;5;3;6;8;2;2;0;12;0
59;1;1;6;1;8;2;2;1;37;0
35;6;12;9;3;3;1;2;0;45;0
25;4;10;13;5;1;4;2;0;40;0
23;4;12;9;5;3;5;2;0;40;0
35;4;16;10;1;4;5;2;0;60;0
17;7;1;6;5;8;4;2;0;30;0
19;4;16;10;5;6;2;2;0;45;0
53;4;13;14;3;4;1;2;0;55;1
59;4;5;3;1;7;5;2;1;40;0
37;4;12;9;5;1;4;2;1;37;0
74;6;12;9;7;8;2;2;0;20;0
28;4;16;10;5;14;2;2;0;50;0
40;4;10;13;5;1;2;2;0;40;0
30;4;16;10;4;3;2;2;0;40;0
20;4;16;10;5;8;4;1;0;40;0
80;4;15;15;3;10;1;2;0;35;1
51;4;12;9;3;7;1;1;0;40;0
17;4;1;6;5;12;4;2;0;15;0
37;1;10;13;3;10;1;2;0;40;0
19;?;12;9;5;;4;1;1;24;0
58;4;12;9;5;8;2;2;0;40;0
57;4;16;10;3;3;1;2;0;40;0
37;4;16;10;1;7;2;2;0;40;0
23;1;16;10;5;3;5;3;0;40;0
36;4;10;13;5;1;2;2;1;32;0
33;4;12;9;3;3;1;2;0;40;0
30;4;16;10;3;12;6;2;1;40;0
30;4;12;9;5;1;5;2;1;24;0
41;4;15;15;3;10;1;2;0;65;1
57;?;16;10;3;;1;4;0;60;1
23;4;12;9;5;12;4;2;0;40;0
40;4;15;15;5;10;2;2;1;50;1
53;4;12;9;7;1;2;1;1;40;0
31;7;16;10;5;13;2;2;0;13;0
41;?;5;3;3;;1;2;0;40;0
36;4;12;9;5;1;3;2;0;40;0
30;4;3;8;1;8;2;2;1;40;0
44;4;12;9;3;11;1;2;0;40;0
36;4;12;9;5;8;4;2;0;40;0
42;4;8;12;3;10;1;2;0;40;1
48;6;12;9;3;3;1;2;0;30;0
22;4;10;13;5;10;4;2;0;40;0
38;4;12;9;3;7;1;2;0;40;0
31;4;12;9;5;3;2;2;0;50;0
32;4;12;9;1;8;4;2;0;40;0
35;4;12;9;3;6;1;1;0;40;0
21;4;16;10;5;12;4;2;0;43;0
26;4;12;9;3;7;1;2;0;40;0
19;2;12;9;5;1;4;1;1;40;0
43;4;12;9;2;3;6;1;1;42;1
33;4;12;9;3;3;1;2;0;60;0
30;4;10;13;5;3;4;2;0;10;0
52;4;1;6;3;14;1;2;0;45;0
38;2;10;13;3;4;1;2;0;40;1
28;4;10;13;3;4;1;2;0;46;1
57;6;8;12;3;8;1;2;0;40;0
51;4;10;13;3;10;1;2;0;50;1
50;4;7;5;3;7;1;2;0;48;0
32;4;10;13;3;4;1;4;0;50;1
32;4;10;13;3;10;1;2;0;48;1
37;4;12;9;3;3;1;2;0;40;0
69;6;12;9;3;12;1;2;0;33;0
33;?;16;10;1;;5;3;0;30;0
37;4;16;10;3;12;1;2;0;50;1
36;4;16;10;5;1;2;2;0;40;0
47;6;12;9;3;14;1;2;0;45;1
63;4;1;6;3;14;1;2;0;40;0
21;4;16;10;5;1;2;2;0;65;0
17;4;12;9;5;8;3;2;0;35;0
56;4;12;9;6;3;5;2;0;40;0
90;2;8;12;3;1;1;4;0;20;0
27;4;16;10;1;1;2;2;1;38;0
38;4;12;9;1;1;5;2;1;20;0
33;4;8;12;3;10;1;2;0;50;0
26;4;12;9;5;4;2;2;1;40;0
20;4;16;10;5;8;4;2;1;35;0
42;4;2;7;3;14;1;2;0;40;0
55;4;12;9;1;4;2;2;1;40;0
32;7;16;10;3;10;6;1;1;40;0
66;4;10;13;3;12;1;2;0;40;1
66;2;11;16;1;10;2;2;1;40;0
49;4;16;10;1;8;2;2;1;40;0
34;4;12;9;1;11;2;1;0;45;0
38;4;10;13;3;4;1;2;0;50;1
40;5;12;9;3;4;1;2;0;40;0
22;1;8;12;5;8;4;2;0;20;0
46;6;12;9;3;14;1;2;0;40;0
29;4;12;9;3;7;1;2;0;50;0
19;4;3;8;5;6;4;3;0;20;0
71;?;12;9;7;;2;2;1;40;0
37;2;10;13;1;10;5;2;1;35;0
52;2;13;14;5;10;2;2;0;32;1
27;4;13;14;5;1;2;2;1;46;0
52;4;12;9;3;14;6;2;1;40;0
31;4;12;9;5;3;4;2;0;40;0
37;5;16;10;3;3;1;2;0;50;1
28;4;12;9;5;6;2;2;0;40;0
25;4;6;4;3;3;1;2;0;40;0
31;4;16;10;3;1;1;2;0;50;0
29;4;12;9;3;3;1;2;0;40;0
45;4;12;9;7;1;5;2;1;35;0
69;4;6;4;3;8;1;2;0;20;0
50;4;2;7;3;7;1;1;0;40;0
54;7;11;16;3;10;1;2;0;46;1
17;4;7;5;5;8;4;2;1;20;0
34;4;12;9;5;13;4;4;0;35;1
32;6;12;9;3;8;6;2;1;5;0
23;4;16;10;5;7;4;2;0;40;0
66;4;10;13;3;10;1;2;0;45;1
61;4;12;9;3;3;1;2;0;40;0
55;4;16;10;1;7;2;2;1;40;0
24;4;12;9;5;6;2;2;0;40;0
30;4;12;9;1;12;5;2;0;30;0
49;4;9;11;1;4;2;2;0;45;1
21;?;16;10;5;;4;2;1;3;0
56;5;12;9;3;12;1;2;0;50;1
25;4;12;9;3;12;1;2;0;40;0
49;4;10;13;1;11;2;2;0;40;0
58;4;10;13;3;13;1;2;0;40;1
40;1;10;13;5;1;2;2;0;40;0
62;4;13;14;1;10;2;2;1;45;0
54;4;10;13;3;13;1;2;0;25;1
34;6;9;11;5;8;3;2;1;40;0
18;4;1;6;5;3;4;2;0;30;0
28;?;2;7;5;;2;1;1;40;0
32;4;12;9;3;12;1;4;0;40;0
22;2;10;13;5;10;2;2;1;35;0
34;7;10;13;5;10;2;2;0;48;0
53;?;10;13;3;;1;2;0;30;1
47;4;12;9;3;8;1;2;0;40;0
19;4;16;10;5;12;4;2;1;40;0
41;5;16;10;3;4;1;2;0;55;1
46;4;16;10;3;8;6;2;1;40;0
56;6;6;4;1;12;3;2;0;20;0
42;4;12;9;1;7;2;1;1;40;0
25;4;10;13;5;10;4;2;1;35;0
42;4;12;9;3;1;1;2;0;50;0
43;4;10;13;1;10;2;2;1;40;1
17;4;2;7;5;12;4;2;1;12;0
57;6;6;4;3;3;1;2;0;40;1
40;4;13;14;3;4;1;2;0;50;1
62;2;12;9;7;8;2;2;1;40;0
20;4;16;10;5;1;4;2;0;16;0
47;4;16;10;3;14;1;2;0;50;0
40;4;16;10;3;4;1;2;0;40;0
44;4;12;9;3;4;6;4;1;40;1
48;4;10;13;3;3;1;2;0;55;0
39;5;9;11;3;5;1;2;0;60;1
46;2;16;10;3;3;1;1;0;40;1
72;5;15;15;3;10;1;2;0;50;1
53;4;12;9;3;7;1;2;0;30;0
47;1;16;10;3;6;1;2;0;40;1
40;6;12;9;1;3;2;2;0;45;0
34;4;12;9;6;14;2;4;0;40;0
41;4;12;9;5;1;4;2;0;40;0
41;4;12;9;3;3;1;2;0;40;0
20;4;16;10;5;6;4;2;0;35;0
42;5;4;2;3;12;1;2;0;60;0
54;2;10;13;5;10;2;2;0;50;0
39;5;10;13;3;10;6;2;1;40;0
37;4;12;9;1;7;2;2;0;40;0
59;4;11;16;3;12;1;2;0;40;0
69;4;5;3;3;1;1;2;0;40;0
24;4;10;13;5;10;4;1;1;35;0
36;4;9;11;3;7;1;2;0;40;1
21;?;16;10;5;;4;2;0;30;0
68;?;12;9;7;;2;2;0;32;0
20;4;16;10;6;3;2;2;0;40;0
26;6;9;11;5;8;2;2;1;35;0
48;4;3;8;7;6;5;2;1;50;0
39;5;15;15;3;10;1;2;0;50;1
21;4;8;12;5;8;4;2;1;18;0
22;4;12;9;5;4;3;2;1;42;0
34;4;9;11;1;10;5;2;1;40;0
33;4;16;10;3;4;1;2;0;45;1
46;4;7;5;3;7;1;2;0;40;0
47;4;2;7;3;3;1;2;0;40;1
65;4;10;13;3;4;1;2;0;40;1
23;4;12;9;3;6;1;2;0;40;0
28;4;16;10;5;8;2;2;1;30;0
34;6;12;9;1;4;2;2;0;60;1
20;4;16;10;5;8;2;2;0;40;0
28;4;2;7;5;1;2;2;0;40;0
52;5;10;13;3;4;1;2;0;60;0
40;7;13;14;3;10;6;4;1;38;1
22;4;10;13;5;4;4;2;1;7;0
29;5;12;9;3;4;1;2;0;45;0
31;6;6;4;3;10;1;2;0;60;0
42;1;13;14;3;10;1;2;0;40;1
38;4;12;9;5;3;5;1;1;40;0
22;4;2;7;3;7;1;2;0;70;1
21;?;16;10;5;;4;2;0;40;0
43;4;7;5;3;4;1;2;0;40;0
43;5;10;13;3;4;1;2;0;50;1
33;4;16;10;3;4;1;2;0;50;0
17;5;1;6;5;8;4;1;0;35;0
54;6;15;15;3;10;1;2;0;50;1
45;4;12;9;1;1;5;2;1;40;0
55;2;1;6;3;3;1;2;0;45;0
51;6;12;9;3;14;1;2;0;35;1
65;1;1;6;1;3;5;2;0;40;0
21;4;10;13;5;10;4;4;1;45;0
40;4;12;9;7;8;5;1;1;40;0
58;4;16;10;5;1;2;1;1;37;0
53;1;12;9;7;4;2;2;1;58;0
39;4;13;14;3;10;1;2;0;50;1
56;2;12;9;3;8;1;2;0;40;0
37;4;16;10;3;1;1;2;0;50;0
44;4;10;13;3;3;1;2;0;40;0
49;4;7;5;6;6;4;2;0;38;0
36;4;16;10;3;7;1;4;0;50;1
59;5;10;13;3;3;1;2;0;60;0
33;4;12;9;1;1;4;2;1;40;0
36;4;15;15;5;4;2;2;0;50;1
26;4;16;10;3;4;6;2;1;25;0
22;4;1;6;5;12;2;2;1;25;0
25;4;13;14;5;1;4;2;0;40;0
28;4;16;10;3;1;6;2;1;15;0
41;4;8;12;1;1;5;2;1;38;0
45;4;9;11;3;5;1;2;0;70;0
43;4;12;9;3;6;1;2;0;40;0
30;4;7;5;5;6;5;1;0;40;0
33;4;12;9;4;3;5;2;0;50;0
34;4;16;10;3;1;1;2;0;40;0
21;4;9;11;5;8;2;2;0;30;0
31;4;10;13;3;12;1;2;0;45;1
48;4;5;3;3;14;1;2;0;40;0
22;4;16;10;5;1;4;2;1;20;0
47;4;16;10;1;12;5;2;1;60;0
27;4;10;13;5;13;2;4;1;40;0
